MIDAS,Lake,Towns,Flushes_p_yr,Trop_Cat,Dam,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery,Area_sq_m,Perim_km,D_Mean_m,D_Max_m,Volume_m3,DDrain_ha,TDrain_ha,Elev_m
8328,unnamed pond,Hammond Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Canada Falls Lake,Somerset,413586,5080064,45.86871803,-70.11336307,n/a,None known,n/a,4046.86,0.06,NA,NA,NA,NA,NA,378
8330,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Penobscot Lake,Somerset,405314,5084438,45.90698898,-70.22078367,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,472.4
8332,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Penobscot Lake,Somerset,404437,5084828,45.91038161,-70.2321698,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,539.5
8333,unnamed pond,T10 SD,2.74,NA,NA,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,574751,4940565,44.61454676,-68.05786312,n/a,None known,n/a,36421.71,0.13,NA,NA,183002,74,NA,57.9
8334,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Penobscot Lake,Somerset,404693,5084735,45.90957433,-70.22884541,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,186.48,525.8
8335,Wizard Pond,T10 SD,NA,NA,NA,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,570796,4937341,44.585926,-68.1081463,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,253
8336,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Penobscot Lake,Somerset,404624,5082072,45.8856011,-70.22920914,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,538
8337,unnamed pond,T10 SD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,577139,4945980,44.66303824,-68.02695842,n/a,None known,n/a,2023.43,0.02,NA,NA,NA,NA,NA,29
8339,unnamed pond,T10 SD,NA,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Lamoine Coastal,105000214,Tunk Mtn,Hancock,569799,4942047,44.62838654,-68.12006387,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,60.4
8340,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Penobscot Lake,Somerset,406409,5082365,45.88848816,-70.206258450000007,n/a,None known,n/a,16187.43,0.08,NA,NA,NA,NA,NA,536.4
8341,unnamed pond,T10 SD,NA,NA,NA,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,577836,4940320,44.61201889,-68.01901934,n/a,None known,n/a,60702.85,0.14,NA,NA,NA,NA,NA,53.3
8342,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Penobscot Lake,Somerset,406333,5081646,45.88200646,-70.20709592,n/a,None known,n/a,20234.28,0.06,NA,NA,NA,NA,NA,536.4
8343,unnamed pond,T10 SD,5.54,NA,NA,NARRAGUAGUS,LOWER NARRAGUAGUS,Narraguagus River,105000209,Tunk Mtn,Hancock,571382,4944353,44.64898999,-68.09979696,n/a,None known,n/a,56655.99,0.11,NA,NA,150001,126,271.95,82.3
8344,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,405208,5078935,45.85745196,-70.22106088,n/a,None known,n/a,12140.57,0.13,NA,NA,NA,NA,NA,458.7
8345,unnamed pond,T10 SD,NA,NA,NA,COASTAL,TUNK,Tunk Stream,105000210,Tunk Lake,Hancock,574882,4940210,44.61133861,-68.05626305,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,59.4
8346,unnamed pond,Prentiss Twp,12,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Fisher Ponds,Somerset,402175,5081587,45.880898,-70.26066034,n/a,None known,n/a,4046.86,0.03,NA,NA,30000,59,7.77,579.1
8347,unnamed pond,T10 SD,NA,NA,NA,COASTAL,TUNK,Tunk Stream,105000210,Tunk Mtn,Hancock,575267,4943420,44.64019622,-68.05094031,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,54.9
8348,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Campbell Brook,Somerset,400686,5078042,45.84878689,-70.27911816,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,269.36,486.2
8349,Clark Pond,T9 SD,28.98,NA,NA,COASTAL,COASTAL,Narraguagus River,105000209,Molasses Pond,Hancock,568131,4942583,44.63337367,-68.14102792,n/a,None known,n/a,28327.99,0.1,NA,NA,30000,137,NA,70.1
8350,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Campbell Brook,Somerset,400528,5078483,45.85272567,-70.28124566,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,253.82,510.5
8351,unnamed pond,T8 SD,NA,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Hancock,Hancock,549937,4940254,44.61390095,-68.37062131,n/a,None known,n/a,8093.71,0.06,NA,NA,NA,NA,NA,41.1
8352,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Campbell Brook,Somerset,399414,5078785,45.85528423,-70.29564969,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,67.34,547.1
8353,unnamed pond,T8 SD,NA,NA,NA,UNION,LOWER UNION,Graham Lake,105000212,Hancock,Hancock,549968,4940594,44.61696222,-68.37018822,n/a,None known,n/a,8093.71,0.06,NA,NA,NA,NA,NA,41.1
8354,unnamed pond,Prentiss Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Campbell Brook,Somerset,398322,5078304,45.85079264,-70.30960304,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,72.52,582.2
8355,unnamed pond,T8 SD,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Ellsworth,Hancock,548324,4936879,44.58363103,-68.39126738,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,51.8
8356,unnamed pond,Dole Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,North Branch Penobscot River,102000101,Penobscot Lake,Somerset,407679,5093020,45.98453901,-70.19195588,n/a,None known,n/a,24281.14,0.06,NA,NA,NA,NA,41.44,528.8
8357,unnamed pond,T8 SD,NA,NA,NA,COASTAL,COASTAL,Graham Lake,105000212,Ellsworth,Hancock,548121,4938179,44.59534828,-68.39370055,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,38.1
8358,unnamed pond,Blake Gore,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Campbell Brook,Somerset,395880,5076776,45.83668261,-70.34071715,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,36.26,582.2
8359,unnamed pond,T8 SD,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Hancock,Hancock,553941,4939504,44.6068617,-68.32022969,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,1616.15,38.1
8361,unnamed pond,T8 SD,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Eastbrook,Hancock,552928,4941680,44.62652367,-68.33278069,n/a,None known,n/a,2023.43,0.02,NA,NA,NA,NA,NA,44.2
8362,unnamed pond,Elm Stream Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Seboomook Lake East,Somerset,434064,5092752,45.98516776,-69.85130617,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,428.2
8364,unnamed pond,Elm Stream Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Seboomook Lake East,Somerset,433912,5092868,45.9861944,-69.85328883,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,429.8
8366,unnamed pond,Elm Stream Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Seboomook Lake East,Somerset,433632,5093049,45.98780157,-69.85692288,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,432.8
8367,unnamed pond,T7 SD,NA,NA,NA,COASTAL,TUNK,Lamoine Coastal,105000214,Tunk Lake,Hancock,572392,4929365,44.51397394,-68.08916956,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,32
8368,unnamed pond,Hammond Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Foley Pond,Somerset,414027,5086751,45.92894476,-70.10888506,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,545.6
8369,Morancy Meadow Pond,T7 SD,5.14,NA,NA,COASTAL,TUNK,Lamoine Coastal,105000214,Tunk Lake,Hancock,571708,4929381,44.51418366,-68.09777179,n/a,None known,n/a,84983.98,0.21,NA,NA,450004,349,269.36,29.6
8370,unnamed pond,Bald Mountain Twp T4 R3,NA,NA,NA,KENNEBEC,UPPER MOOSE,Moose River (3) at Long Pond,103000103,Campbell Brook,Somerset,400361,5069039,45.76772428,-70.28143515,n/a,None known,n/a,12140.57,0.06,NA,NA,NA,NA,25.9,667.5
8371,unnamed pond,T3 ND,NA,NA,NA,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Brandy Pond,Hancock,558435,4994607,45.10251915,-68.2572626,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,89.9
8372,unnamed pond,Bald Mountain Twp T4 R3,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Campbell Brook,Somerset,399203,5070696,45.78246294,-70.29667077,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,550.2
8373,unnamed pond,T3 ND,NA,NA,NA,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Brandy Pond,Hancock,557511,4995477,45.11042398,-68.26890208,n/a,None known,n/a,16187.43,0.08,NA,NA,NA,NA,NA,89.9
8375,unnamed pond,T3 ND,NA,NA,NA,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Saponac,Hancock,556970,5000278,45.15367775,-68.27522929,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,86.9
8376,Little Trickey Pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,412535,5073294,45.80766609,-70.12567561,n/a,None known,n/a,2023.43,0.02,NA,NA,NA,NA,NA,419.1
8377,unnamed pond,T3 ND,NA,NA,NA,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Saponac,Hancock,557896,5004538,45.19195154,-68.26295349,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,83.8
8378,unnamed pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,412354,5074055,45.81448834,-70.12814378,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,408.4
8379,Taylor Pond,T3 ND,NA,EUTRO,no dam,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Spring Lake,Hancock,563692,5007154,45.21499012,-68.18884649,n/a,None known,No fishery,32374.85,0.06,NA,3.7,NA,NA,NA,102.4
8380,unnamed pond,Alder Brook Twp,7.18,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Canada Falls Lake,Somerset,413928,5073551,45.81015346,-70.10779551,n/a,None known,n/a,16187.43,0.06,NA,NA,45000,51,NA,454.2
8381,unnamed pond,T3 ND,NA,EUTRO,no dam,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Brandy Pond,Hancock,557161,4996027,45.11540363,-68.27328667,n/a,None known,Bait,32374.85,0.06,0,4.6,NA,NA,644.91,89.9
8382,unnamed pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,412170,5073611,45.81047258,-70.13043364,n/a,None known,n/a,20234.28,0.06,NA,NA,NA,NA,NA,413
8383,unnamed pond,T3 ND,NA,NA,NA,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Saponac,Hancock,557698,5001707,45.16648724,-68.26580839,n/a,None known,n/a,20234.28,0.06,NA,NA,NA,NA,NA,83.8
8385,unnamed pond,T3 ND,0.38,DYST,no dam,PENOBSCOT,PASSADUMKEAG,Passadumkeag River,102000503,Spring Lake,Hancock,563987,5004227,45.1886216,-68.18546377,n/a,None known,n/a,76890.27,0.11,3.4,6.7,240002,16,23.31,140.5
8386,unnamed pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Canada Falls Lake,Somerset,417430,5074633,45.82031392,-70.06292132,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,385.6
8387,unnamed pond,Waltham,NA,NA,NA,UNION,EAST BRANCH UNION,Graham Lake,105000212,Eastbrook,Hancock,554522,4952243,44.72149308,-68.31155958,n/a,None known,n/a,20234.28,0.16,NA,NA,NA,NA,NA,57.9
8389,unnamed pond,Waltham,NA,NA,NA,UNION,EAST BRANCH UNION,Graham Lake,105000212,Eastbrook,Hancock,553623,4949892,44.70039798,-68.32315231,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,61
8390,unnamed pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,412671,5077520,45.84570532,-70.12468852,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,460.2
8391,unnamed pond,Waltham,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Eastbrook,Hancock,554923,4944791,44.65438259,-68.30729583,n/a,None known,n/a,8093.71,0.06,NA,NA,NA,NA,NA,61
8392,unnamed pond,Alder Brook Twp,NA,NA,NA,NA,NA,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,408761,5074990,45.82244016,-70.17455842,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,451.1
8393,unnamed pond,Waltham,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Eastbrook,Hancock,554627,4945080,44.65700758,-68.31099944,n/a,None known,n/a,8093.71,NA,NA,NA,NA,NA,NA,61
8396,unnamed pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Canada Falls Lake,Somerset,413964,5071759,45.79402675,-70.1070099,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,400.8
8398,unnamed pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Canada Falls Lake,Somerset,414353,5071534,45.79205487,-70.10197501,n/a,None known,n/a,20234.28,0.21,NA,NA,NA,NA,NA,400.8
8400,unnamed pond,Alder Brook Twp,NA,NA,NA,NA,NA,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,410532,5072012,45.79586977,-70.15121676,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,510.5
8401,unnamed pond,Tremont,NA,NA,NA,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Southwest Harbor,Hancock,551930,4901321,44.26327951,-68.34940344,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,4.6
8402,unnamed pond,Alder Brook Twp,NA,NA,NA,NA,NA,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,410834,5068214,45.76173529,-70.14662818,n/a,None known,n/a,4046.86,0.05,NA,NA,NA,NA,NA,456.3
8403,unnamed pond,Swans Island,NA,NA,NA,COASTAL,COASTAL,Stonington Coastal,105000217,Swans Island,Hancock,547720,4891082,44.17138407,-68.40307329,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,4.6
8405,unnamed pond,Swans Island,NA,NA,NA,COASTAL,COASTAL,Stonington Coastal,105000217,Swans Island,Hancock,545353,4887577,44.13998506,-68.43297897,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,19.8
8406,unnamed pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Boundary Bald Mtn,Somerset,411765,5074096,45.81478543,-70.13573414,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,419.1
8407,unnamed pond,Swans Island,NA,NA,NA,COASTAL,COASTAL,Stonington Coastal,105000217,Swans Island,Hancock,545473,4890227,44.1638355,-68.43125893,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,15.2
8408,unnamed pond,Alder Brook Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Canada Falls Lake,Somerset,415339,5075964,45.83204183,-70.09005821,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,385.6
8409,Mill Pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,563908,4930034,44.52079853,-68.1958182,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,13.7
8410,unnamed pond,Comstock Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,North Branch Penobscot River,102000101,Norris Brook,Somerset,418903,5094800,46.00197656,-70.04736449,n/a,None known,n/a,8093.71,0.06,NA,NA,NA,NA,NA,434.3
8411,unnamed pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,563665,4930052,44.5209865,-68.19887143,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,4.6
8412,unnamed pond,"Comstock Twp, Pittston Academy Grant",NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,North Branch Penobscot River,102000101,Foley Pond,Somerset,419047,5086393,45.92633326,-70.04408942,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,454.2
8413,unnamed pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,566236,4930831,44.52776312,-68.16642403,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,77.7
8414,unnamed pond,Hammond Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,Seeboomook Lake,102000102,Canada Falls Lake,Somerset,413709,5079307,45.8619194,-70.1116431,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,377.6
8415,unnamed pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,566898,4932080,44.53894875,-68.15793148,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,76.2
8416,unnamed pond,Comstock Twp,2.1,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,North Branch Penobscot River,102000101,Foley Pond,Somerset,417312,5089460,45.9537264,-70.06698326,n/a,None known,Remote,44515.42,0.08,NA,NA,240002,83,64.75,502.9
8417,unnamed pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,568962,4934661,44.56198058,-68.1316111,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,76.2
8418,unnamed pond,Comstock Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,North Branch Penobscot River,102000101,Norris Brook,Somerset,421126,5097111,46.02302573,-70.01904874,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,463.3
8419,unnamed pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,560971,4932448,44.5427881,-68.23248163,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,35.1
8420,unnamed pond,Comstock Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,North Branch Penobscot River,102000101,Norris Brook,Somerset,422381,5098326,46.03410295,-70.00302715,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,483.1
8421,Quarry Pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,560983,4932698,44.54503432,-68.23230856,n/a,None known,Coldwater + Warmwater,12140.57,0.05,NA,NA,NA,NA,NA,45.7
8422,unnamed pond,Comstock Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,North Branch Penobscot River,102000101,St. John Ponds,Somerset,423161,5095124,46.00538208,-69.99243817,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,605
8423,unnamed pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,561248,4933338,44.55077455,-68.22889163,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,47.2
8425,unnamed pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,561715,4933337,44.5507254,-68.22301712,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,51.8
8426,unnamed pond,Comstock Twp,NA,NA,NA,PENOBSCOT,N. & S. BR. PENOBSCOT,North Branch Penobscot River,102000101,St. John Ponds,Somerset,422633,5095831,46.01167912,-69.99937279,n/a,None known,n/a,12140.57,0.05,NA,NA,NA,NA,NA,640.1
8427,unnamed pond,Sullivan,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Sullivan,Hancock,561720,4933489,44.55209065,-68.22293622,n/a,None known,n/a,1618.74,0.02,NA,NA,NA,NA,NA,53.3
8428,unnamed pond,Russell Pond Twp,NA,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Russell Mtn,Somerset,434436,5098878,46.040338,-69.84733965,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,470.9
8429,Beech Island Pond,Surry,NA,NA,NA,COASTAL,COASTAL,Lamoine Coastal,105000214,Blue Hill,Hancock,536739,4924712,44.47478772,-68.53806475,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,50.3
8430,unnamed pond,Russell Pond Twp,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Caucomgomok Lake,102000104,Bean Pot Pond,Somerset,443350,5105920,46.1045045,-69.73299049,n/a,None known,n/a,809.37,0.02,NA,NA,NA,NA,NA,435.9
8431,unnamed pond,Stonington,NA,NA,NA,COASTAL,COASTAL,Stonington Coastal,105000217,Deer Isle,Hancock,526239,4891938,44.18018377,-68.67173301,n/a,None known,n/a,8093.71,0.05,NA,NA,NA,NA,NA,4.6
8432,unnamed pond,Russell Pond Twp,NA,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Russell Mtn,Somerset,435749,5102624,46.07417235,-69.83088704,n/a,None known,n/a,16187.43,0.08,NA,NA,NA,NA,NA,475.5
8433,unnamed pond,Southwest Harbor,NA,NA,NA,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Southwest Harbor,Hancock,553746,4902856,44.27696175,-68.32648957,n/a,None known,n/a,1618.74,0.02,NA,NA,NA,NA,NA,16.8
8434,unnamed pond,Russell Pond Twp,NA,NA,NA,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Baker Branch St. John River,101000101,Russell Mtn,Somerset,438022,5107042,46.11413802,-69.80207323,n/a,None known,n/a,1618.74,0.02,NA,NA,NA,NA,NA,574.5
8435,unnamed pond,Southwest Harbor,NA,NA,NA,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Southwest Harbor,Hancock,553561,4903149,44.27961528,-68.32878411,n/a,None known,n/a,404.69,0.02,NA,NA,NA,NA,NA,22.9
8436,unnamed pond,Russell Pond Twp,NA,NA,NA,PENOBSCOT,UPPER W. BR. PENOBSCOT,WEST Branch Penobscot River at Chesuncook Lake,102000103,Russell Mtn,Somerset,437900,5103519,46.08242174,-69.80318157,n/a,None known,n/a,12140.57,0.06,NA,NA,NA,NA,NA,464.8
8437,unnamed pond,Southwest Harbor,NA,NA,NA,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Southwest Harbor,Hancock,554643,4901804,44.26742971,-68.31535788,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,25.9
8439,unnamed pond,Southwest Harbor,NA,NA,NA,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Southwest Harbor,Hancock,554433,4901682,44.26634402,-68.31801175,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,NA,32
8441,unnamed pond,Southwest Harbor,NA,NA,NA,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Southwest Harbor,Hancock,554523,4901746,44.26691294,-68.31686984,n/a,None known,n/a,8093.71,0.03,NA,NA,NA,NA,NA,29
8443,unnamed pond,Southwest Harbor,NA,NA,NA,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Southwest Harbor,Hancock,554768,4901549,44.26512579,-68.31382535,n/a,None known,n/a,4046.86,0.03,NA,NA,NA,NA,NA,29
8445,unnamed pond,Southwest Harbor,NA,NA,NA,COASTAL,COASTAL,Mt. Desert Coastal,105000215,Bass Harbor,Hancock,555198,4898023,44.23334698,-68.30880408,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,25.9
8446,Fletcher Pond,T36 MD BPP,NA,NA,NA,MACHIAS,WEST BRANCH-MOPANG,Machias River,105000205,Fletcher Peak,Washington,586904,4987693,45.03736523,-67.89664977,n/a,None known,n/a,8093.71,NA,NA,NA,NA,NA,NA,76.2
8447,Mill Pond,Sedgwick,34.8,NA,NA,COASTAL,COASTAL,Stonington Coastal,105000217,Sargentville,Hancock,526971,4905114,44.29877683,-68.66189101,n/a,None known,n/a,8093.71,0.06,NA,NA,31200,170,NA,33.5
8448,Merrill Cemetery Pond,Pownal,NA,NA,NA,COASTAL,ROYAL,Casco Bay Coastal Drainages,106000106,Yarmouth,Cumberland,406477,4858467,43.87336903,-70.16401992,n/a,None known,n/a,4046.86,0.02,NA,NA,NA,NA,4143.98,35.1
8449,unnamed pond,Sedgwick,NA,NA,NA,COASTAL,COASTAL,Stonington Coastal,105000217,Brooklin,Hancock,531330,4908492,44.3290159,-68.60705232,n/a,None known,n/a,1214.06,0.02,NA,NA,NA,NA,NA,74.7
8450,Mill Pond,Waterford,NA,NA,NA,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Oxford,365481,4896179,44.2064234,-70.68367944,n/a,None known,n/a,4046.86,0.06,NA,NA,NA,NA,1183.62,163.1
